Date,Open,High,Low,Close,Adj Close,Volume
2018-11-05,286.450012,300.000000,283.500000,294.950012,282.275604,44619891
2018-11-06,296.100006,298.299988,283.899994,286.450012,274.140900,40688243
2018-11-07,288.899994,288.899994,285.950012,286.549988,274.236572,3312160
2018-11-09,287.000000,287.500000,282.450012,283.250000,271.078369,19201007
2018-11-12,283.700012,283.700012,276.850006,277.950012,266.006134,24044907
2018-11-13,276.299988,279.700012,273.350006,278.049988,266.101807,25633628
2018-11-14,280.399994,287.700012,278.000000,283.600006,271.413361,52674807
2018-11-15,283.850006,287.049988,281.149994,285.399994,273.135956,18445463
2018-11-16,285.899994,291.799988,282.600006,290.899994,278.399658,24805910
2018-11-19,293.500000,293.500000,286.049988,288.149994,275.767822,13799970
2018-11-20,285.899994,288.549988,282.500000,283.450012,271.269806,12900924
2018-11-21,283.450012,289.549988,283.049988,287.049988,274.715088,16167419
2018-11-22,285.950012,287.049988,281.600006,282.700012,270.552032,12066797
2018-11-26,284.100006,287.250000,279.600006,286.399994,274.093018,16846820
2018-11-27,284.600006,290.500000,284.049988,289.399994,276.964111,21242956
2018-11-28,289.399994,292.450012,283.000000,284.549988,272.322479,19837609
2018-11-29,289.299988,289.649994,284.250000,286.399994,274.093018,27919104
2018-11-30,288.799988,290.899994,283.200012,284.649994,272.418213,17583510
2018-12-03,286.700012,287.899994,283.250000,286.799988,274.475830,15772176
2018-12-04,287.950012,287.950012,281.899994,282.549988,270.408447,11897307
2018-12-05,282.450012,283.200012,277.049988,280.149994,268.111603,14893748
2018-12-06,278.000000,279.250000,275.100006,275.649994,263.804962,11083451
2018-12-07,277.000000,277.350006,272.100006,275.399994,263.565704,10165275
2018-12-10,271.000000,276.399994,270.149994,274.200012,262.417297,11947887
2018-12-11,268.350006,283.250000,268.350006,281.250000,269.164337,30927239
2018-12-12,283.750000,285.850006,282.200012,285.250000,272.992432,21765939
2018-12-13,290.000000,294.000000,285.750000,289.000000,276.581299,24097152
2018-12-14,288.500000,290.799988,287.049988,289.200012,276.772736,12156361
2018-12-17,289.299988,291.450012,287.299988,289.500000,277.059814,12728014
2018-12-18,287.850006,294.000000,287.000000,292.750000,280.170135,13606582
2018-12-19,294.700012,302.000000,294.700012,300.700012,287.778534,26124125
2018-12-20,298.350006,301.649994,293.149994,294.049988,281.414276,19222232
2018-12-21,293.649994,296.500000,290.799988,291.899994,279.356659,15777301
2018-12-24,293.500000,295.000000,290.149994,293.049988,280.457245,12048877
2018-12-26,292.850006,295.000000,287.149994,294.149994,281.509979,12684324
2018-12-27,296.700012,297.600006,291.500000,292.149994,279.595917,15304564
2018-12-28,293.600006,297.100006,293.549988,294.799988,282.132050,12876558
2018-12-31,297.200012,298.250000,295.500000,295.899994,283.184814,9526067
2019-01-01,297.500000,300.700012,293.850006,299.600006,286.725830,11837127
2019-01-02,299.100006,302.500000,293.100006,293.899994,281.270721,25559853
2019-01-03,295.000000,295.549988,290.100006,291.100006,278.591064,17548347
2019-01-04,292.100006,299.000000,291.500000,297.649994,284.859589,19514041
2019-01-07,301.049988,301.500000,295.200012,296.299988,283.567596,14579399
2019-01-08,295.799988,306.000000,294.750000,305.299988,292.180847,22949961
2019-01-09,306.000000,307.100006,300.750000,305.299988,292.180847,21109911
2019-01-10,305.100006,307.500000,303.500000,305.549988,292.420105,16295468
2019-01-11,305.399994,306.200012,300.950012,302.750000,289.740448,12702551
2019-01-14,301.000000,303.600006,299.549988,300.399994,287.491425,10372933
2019-01-15,302.000000,303.600006,301.100006,301.649994,288.687683,9444374
2019-01-16,303.000000,306.649994,302.100006,303.149994,290.123230,12111480
2019-01-17,303.899994,304.350006,295.600006,297.399994,284.620331,15974634
2019-01-18,298.750000,299.850006,294.250000,294.950012,282.275604,9082501
2019-01-21,295.899994,296.750000,291.450012,292.450012,279.883057,10188647
2019-01-22,293.000000,293.000000,288.200012,290.250000,277.777588,11297989
2019-01-23,290.450012,292.950012,285.500000,286.649994,274.332306,10304608
2019-01-24,286.649994,289.899994,285.500000,288.049988,275.672089,11532528
2019-01-25,289.600006,291.000000,283.200012,285.399994,273.135956,11121223
2019-01-28,285.649994,286.600006,277.299988,281.600006,269.499298,18905470
2019-01-29,281.000000,286.000000,276.549988,280.600006,268.542267,17435611
2019-01-30,281.200012,289.399994,280.250000,287.450012,275.097900,18908654
2019-01-31,290.000000,294.799988,288.000000,293.649994,281.031464,25546487
2019-02-01,296.899994,302.700012,282.000000,284.399994,272.178955,60015958
2019-02-04,282.399994,285.200012,277.850006,283.950012,271.748322,20642919
2019-02-05,284.200012,287.000000,283.000000,284.649994,272.418213,13291133
2019-02-06,285.850006,289.750000,283.500000,289.049988,276.629150,12149759
2019-02-07,289.399994,294.000000,286.600006,287.399994,275.050049,19733315
2019-02-08,285.600006,288.000000,282.200012,286.000000,273.710236,19781908
2019-02-11,285.950012,285.950012,280.000000,280.500000,268.446533,15420017
2019-02-12,280.649994,282.200012,274.649994,275.399994,263.565704,15326106
2019-02-14,268.000000,268.350006,263.649994,267.100006,255.622360,26372671
2019-02-15,268.850006,268.850006,261.299988,262.950012,251.650696,23366091
2019-02-18,264.399994,265.500000,258.799988,259.950012,248.779617,14781744
2019-02-19,260.899994,267.500000,260.299988,262.899994,251.602859,19064306
2019-02-20,264.500000,268.299988,264.299988,267.700012,256.196594,15514595
2019-02-21,270.299988,271.000000,267.299988,268.000000,256.483704,13760702
2019-02-22,267.899994,271.899994,267.600006,270.950012,259.306915,12536918
2019-02-25,271.299988,271.399994,267.899994,270.149994,258.541321,20793897
2019-02-26,266.799988,268.200012,263.250000,266.350006,254.904617,15274303
2019-02-27,268.000000,272.700012,266.549988,267.649994,256.148743,20571652
2019-02-28,267.700012,270.799988,267.649994,269.049988,257.488556,31636468
2019-03-01,270.549988,274.600006,270.100006,272.950012,261.220978,20024726
2019-03-05,271.700012,277.850006,271.200012,276.450012,264.570587,21533972
2019-03-06,277.299988,282.549988,276.450012,278.100006,266.149689,22161376
2019-03-07,279.450012,282.500000,277.649994,281.750000,269.642853,14899105
2019-03-08,281.850006,284.250000,279.600006,281.200012,269.116486,19943319
2019-03-11,285.299988,289.000000,283.500000,287.350006,275.002197,22931245
2019-03-12,289.200012,289.899994,285.750000,286.899994,274.571533,20828136
2019-03-13,288.100006,294.399994,284.700012,293.149994,280.552948,23725641
2019-03-14,294.500000,294.700012,290.750000,291.899994,279.356659,16164017
2019-03-15,292.600006,301.299988,292.500000,298.399994,285.577362,37928480
2019-03-18,298.899994,300.899994,294.649994,298.950012,286.103760,23782967
2019-03-19,300.149994,306.600006,299.149994,303.049988,290.027527,27218691
2019-03-20,302.799988,304.649994,300.049988,303.799988,290.745300,18820555
2019-03-22,304.299988,306.399994,296.950012,298.049988,285.242401,17865957
2019-03-25,294.000000,295.450012,292.200012,294.000000,281.366425,16895511
2019-03-26,294.750000,305.000000,294.750000,303.500000,290.458221,18303791
2019-03-27,305.250000,310.850006,304.350006,308.799988,295.530457,35956450
2019-03-28,310.100006,339.649994,309.049988,319.000000,305.292145,63244736
2019-04-01,321.799988,327.649994,321.049988,322.750000,308.881042,22372357
2019-04-02,323.649994,331.000000,322.100006,329.000000,314.862457,27897583
2019-04-03,331.000000,332.450012,319.500000,320.500000,306.727692,30552104
2019-04-04,321.500000,325.750000,318.299988,321.799988,307.971832,27832294
